,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extras,aprovados
111,GP,F,16,R,T,father,1,3,1,no,yes,2,0,7,10,10,100,1
112,GP,F,16,U,T,mother,1,2,1,no,yes,5,6,10,13,13,92,1
113,GP,M,15,U,T,mother,1,1,0,no,yes,3,10,18,19,19,86,1
114,GP,M,15,R,T,mother,1,2,0,no,yes,5,8,9,9,9,89,0
115,GP,M,16,U,T,father,1,2,0,no,yes,5,2,15,15,16,97,1
116,GP,M,15,U,T,father,2,2,0,no,no,2,2,11,13,14,97,1
117,GP,M,16,U,T,father,2,1,0,no,yes,5,0,13,14,13,100,1
118,GP,M,17,R,T,father,3,2,1,no,yes,5,20,9,7,8,73,0
119,GP,M,15,U,T,father,1,1,0,no,yes,4,6,14,13,13,92,1
120,GP,F,15,U,T,mother,1,2,0,no,yes,1,2,16,15,15,97,1
121,GP,M,15,U,T,father,1,4,0,yes,yes,5,6,16,14,15,92,1
122,GP,F,16,U,T,father,2,2,0,yes,yes,5,2,13,13,13,97,1
123,GP,M,16,U,T,mother,1,1,0,no,yes,5,18,14,11,13,76,0
124,GP,F,16,U,T,mother,1,2,0,yes,yes,5,0,8,7,8,100,0
125,GP,M,15,U,T,father,1,1,0,no,yes,5,0,13,13,12,100,1
126,GP,F,15,U,A,mother,1,2,0,no,yes,1,0,7,10,11,100,1
127,GP,F,19,U,T,other,1,2,3,no,no,5,2,7,8,9,97,0
128,GP,M,18,R,T,mother,1,1,2,no,yes,4,0,7,4,0,100,0
129,GP,M,16,R,T,mother,1,1,0,yes,yes,4,8,18,18,18,89,1
130,GP,F,15,R,T,father,2,3,2,no,yes,5,0,12,0,0,100,0
131,GP,F,15,U,T,mother,3,1,0,no,yes,4,0,8,0,0,100,0
132,GP,F,17,U,T,father,1,1,0,no,yes,5,12,10,13,12,84,1
133,GP,F,16,U,A,father,1,1,0,no,yes,5,16,12,11,11,78,0
134,GP,M,15,R,T,mother,4,2,0,no,no,5,0,9,0,0,100,0
135,GP,F,15,U,T,mother,1,3,0,no,yes,5,0,11,0,0,100,0
136,GP,M,17,R,T,mother,3,2,0,no,no,5,0,10,0,0,100,0
137,GP,F,16,U,A,other,2,1,2,no,yes,5,0,4,0,0,100,0
138,GP,M,16,U,T,mother,1,2,1,no,no,5,0,14,12,12,100,1
139,GP,F,15,U,T,mother,2,1,0,no,yes,5,0,16,16,15,100,1
140,GP,M,15,U,T,father,2,4,0,no,yes,3,0,7,9,0,100,0
141,GP,M,16,U,T,father,2,1,2,no,yes,2,8,9,9,9,89,0
142,GP,F,15,U,T,mother,1,3,0,yes,yes,5,2,9,11,11,97,1
143,GP,F,16,U,T,mother,1,1,0,no,yes,1,2,14,14,13,97,1
144,GP,M,17,U,T,mother,1,1,3,no,yes,5,0,5,0,0,100,0
145,GP,F,15,U,T,father,1,2,0,yes,yes,5,0,8,11,11,100,1
146,GP,F,15,U,T,father,1,2,3,no,yes,3,0,6,7,0,100,0
147,GP,F,15,U,T,mother,1,2,0,yes,yes,5,2,10,11,11,97,1
148,GP,M,16,U,T,mother,1,1,0,no,yes,5,0,7,6,0,100,0
149,GP,M,15,U,A,mother,4,1,3,no,yes,5,0,8,9,10,100,1
150,GP,M,18,U,T,mother,1,1,3,no,yes,4,0,6,5,0,100,0
151,GP,M,16,U,T,mother,1,1,1,no,no,5,6,12,13,14,92,1
152,GP,F,15,R,T,other,2,3,2,yes,yes,3,8,10,10,10,89,1
153,GP,M,19,U,T,mother,1,1,3,no,yes,4,0,5,0,0,100,0
154,GP,F,17,U,T,mother,1,1,0,no,no,4,0,11,11,12,100,1
155,GP,M,15,R,T,mother,1,2,0,yes,no,1,2,11,8,8,97,0
156,GP,M,17,R,T,mother,1,1,0,no,no,5,8,16,12,13,89,1
157,GP,F,18,R,T,mother,3,1,3,no,no,4,6,9,8,10,92,1
158,GP,M,16,R,T,mother,3,1,0,no,no,3,2,17,15,15,97,1
159,GP,M,16,U,T,father,1,2,1,yes,yes,5,4,10,12,12,94,1
160,GP,M,17,R,T,mother,2,1,2,no,yes,5,0,7,6,0,100,0
161,GP,M,15,R,T,mother,2,2,2,no,yes,3,6,5,9,7,92,0
162,GP,M,16,U,T,mother,2,1,1,no,no,5,0,7,0,0,100,0
163,GP,M,17,U,T,father,1,1,0,no,yes,2,2,10,10,10,97,1
164,GP,M,17,R,T,mother,4,2,3,no,no,5,0,5,8,7,100,0
165,GP,M,16,U,T,mother,2,1,1,no,no,2,16,12,11,12,78,0
166,GP,M,16,U,T,father,1,2,0,no,yes,4,4,10,10,10,94,1
167,GP,F,16,U,T,father,1,2,0,yes,yes,3,0,14,15,16,100,1
168,GP,F,16,U,T,mother,1,2,0,yes,yes,4,0,6,7,0,100,0
169,GP,F,16,U,T,mother,1,2,0,yes,yes,3,0,14,14,14,100,1
170,GP,M,16,U,T,father,3,1,2,no,yes,2,0,6,5,0,100,0
171,GP,M,16,U,T,mother,2,2,0,yes,yes,3,2,13,15,16,97,1
172,GP,M,17,U,T,mother,1,2,0,yes,yes,5,0,13,11,10,100,1
173,GP,F,16,U,T,mother,1,2,3,no,yes,3,0,8,7,0,100,0
174,GP,F,16,U,T,mother,2,2,0,yes,yes,4,4,10,11,9,94,0
175,GP,M,17,U,T,mother,2,2,0,yes,yes,4,4,10,9,9,94,0
176,GP,F,16,U,T,mother,2,2,0,yes,yes,5,2,13,13,11,97,1
177,GP,M,17,U,T,father,1,2,0,no,yes,4,4,6,5,6,94,0
178,GP,M,16,R,T,mother,1,1,0,no,yes,3,10,10,8,9,86,0
179,GP,M,17,U,T,mother,1,2,0,no,yes,2,4,10,10,11,94,1
180,GP,M,16,U,T,mother,1,2,0,yes,yes,3,10,9,8,8,86,0
181,GP,M,16,U,T,mother,1,2,0,yes,yes,3,2,12,13,12,97,1
182,GP,F,17,U,T,father,1,2,0,no,no,5,0,16,17,17,100,1
183,GP,F,17,U,T,mother,1,2,0,no,yes,1,56,9,9,8,25,0
184,GP,F,16,U,T,mother,1,2,0,yes,yes,1,14,12,13,12,81,1
185,GP,M,17,U,T,mother,1,2,0,no,yes,4,12,12,12,11,84,1
186,GP,M,16,U,T,mother,1,1,0,yes,yes,3,2,11,12,11,97,1
187,GP,M,16,U,T,mother,1,2,0,yes,yes,5,0,15,15,15,100,1
188,GP,F,17,U,A,mother,1,2,0,no,yes,3,6,8,7,9,92,0
189,GP,M,17,R,T,mother,1,2,0,no,no,3,4,8,9,10,94,1
190,GP,F,16,U,T,mother,1,2,0,no,yes,2,10,11,12,13,86,1
191,GP,F,17,U,T,mother,1,2,0,no,yes,3,0,8,8,9,100,0
192,GP,M,17,U,T,other,2,2,0,yes,yes,5,12,7,8,8,84,0
193,GP,M,16,R,T,mother,1,1,0,no,yes,5,8,8,9,10,89,1
194,GP,M,16,U,T,father,2,1,0,no,yes,3,0,13,14,14,100,1
195,GP,F,17,U,T,father,1,2,0,no,yes,5,0,14,15,15,100,1
196,GP,M,17,U,T,mother,1,1,0,no,yes,5,4,17,15,16,94,1
197,GP,M,16,R,T,father,3,1,0,yes,yes,3,8,9,9,10,89,1
198,GP,F,17,U,T,mother,2,1,1,no,yes,2,24,18,18,18,68,0
199,GP,F,16,U,T,mother,1,2,0,yes,yes,3,0,9,9,10,100,1
200,GP,F,16,U,T,mother,1,2,0,no,yes,2,2,16,16,16,97,1
201,GP,F,16,U,T,mother,1,2,0,yes,no,4,6,8,10,10,92,1
202,GP,F,17,U,T,mother,1,2,0,yes,no,1,4,9,9,10,94,1
203,GP,F,17,R,T,mother,1,1,0,no,yes,3,18,7,6,6,76,0
204,GP,F,16,R,T,mother,2,4,0,yes,yes,5,6,10,10,11,92,1
205,GP,F,17,U,T,mother,1,3,1,yes,yes,5,28,10,9,9,62,0
206,GP,F,16,U,A,mother,1,2,3,yes,yes,4,5,7,7,7,93,0
207,GP,F,16,U,T,mother,1,2,0,yes,yes,1,10,11,12,13,86,1
208,GP,F,16,U,T,mother,2,1,0,yes,no,5,6,9,9,10,92,1
209,GP,F,17,R,T,mother,2,3,0,yes,yes,4,6,7,7,7,92,0
210,GP,F,19,U,T,other,1,4,0,yes,yes,3,10,8,8,8,86,0
211,GP,M,17,U,T,mother,1,2,0,yes,yes,3,13,12,12,13,82,1
212,GP,F,16,U,A,mother,1,2,0,yes,yes,4,0,12,13,14,100,1
213,GP,M,18,U,T,mother,1,2,1,yes,yes,5,15,6,7,8,80,0
214,GP,F,17,R,T,mother,1,1,0,yes,no,3,12,8,10,10,84,1
215,GP,F,17,U,T,mother,2,2,0,yes,yes,1,2,14,15,15,97,1
216,GP,F,17,U,T,mother,1,2,2,yes,yes,1,22,6,6,4,70,0
217,GP,M,18,U,T,father,1,2,1,yes,yes,4,13,6,6,8,82,0
218,GP,F,17,U,T,father,2,1,0,yes,no,3,3,7,7,8,96,0
219,GP,F,17,U,T,mother,1,3,0,yes,yes,4,4,9,10,10,94,1
220,GP,F,17,R,T,mother,2,2,0,no,yes,5,2,6,6,6,97,0
221,GP,F,17,U,T,mother,1,3,1,no,no,5,0,6,5,0,100,0
222,GP,F,16,U,T,mother,1,2,0,no,yes,3,2,16,16,17,97,1
223,GP,M,18,U,T,mother,2,2,0,yes,yes,4,0,12,13,13,100,1
224,GP,F,16,U,T,mother,1,3,0,no,yes,5,0,13,13,14,100,1
225,GP,F,18,R,T,mother,1,2,1,no,yes,4,16,9,8,7,78,0
226,GP,F,17,U,T,mother,1,2,0,no,yes,3,10,16,15,15,86,1
227,GP,M,17,U,T,father,1,2,0,yes,yes,3,2,12,11,12,97,1
228,GP,M,18,U,T,mother,4,2,0,yes,yes,3,14,10,8,9,81,0
229,GP,F,17,U,A,mother,2,3,0,no,yes,3,10,12,10,12,86,1
230,GP,F,17,U,T,father,1,2,0,no,yes,3,14,13,13,14,81,1
231,GP,M,17,R,T,father,2,2,0,yes,yes,1,4,11,11,11,94,1
232,GP,M,17,U,T,mother,1,2,0,no,yes,2,14,11,9,9,81,0
233,GP,M,16,U,T,father,1,2,0,yes,yes,1,2,14,13,13,97,1
234,GP,M,16,U,T,mother,2,2,0,yes,yes,5,18,9,7,6,76,0
235,GP,M,16,U,T,mother,2,3,0,no,yes,2,10,11,9,10,86,1
236,GP,M,17,U,T,father,1,2,0,yes,yes,4,4,14,13,13,94,1
237,GP,F,16,U,T,mother,1,1,0,no,yes,5,20,13,12,12,73,0
238,GP,F,17,R,T,mother,3,2,0,no,no,3,2,13,11,11,97,1
239,GP,M,18,U,T,father,1,2,1,no,yes,2,0,7,7,0,100,0
240,GP,M,17,U,T,mother,2,2,0,no,yes,5,14,12,12,12,81,1
241,GP,M,17,R,A,mother,2,2,0,yes,yes,4,2,10,11,12,97,1
242,GP,M,16,U,T,mother,1,1,0,no,yes,3,0,6,0,0,100,0
243,GP,M,16,U,T,mother,1,1,0,no,yes,5,0,13,12,12,100,1
244,GP,F,18,U,T,other,2,3,0,yes,yes,3,0,7,0,0,100,0
245,GP,M,16,U,T,mother,3,1,0,no,yes,4,6,18,18,18,92,1
246,GP,M,17,U,T,father,2,1,0,no,yes,2,4,12,12,13,94,1
247,GP,M,22,U,T,mother,1,1,3,no,yes,1,16,6,8,8,78,0
248,GP,M,18,R,T,mother,1,2,1,no,yes,5,8,3,5,5,89,0
249,GP,M,16,U,T,mother,1,1,0,yes,yes,5,0,13,15,15,100,1
250,GP,M,18,U,T,mother,2,1,1,no,yes,5,0,6,8,8,100,0
251,GP,M,16,U,T,other,3,2,0,no,yes,2,6,7,10,10,92,1
252,GP,M,18,U,T,mother,1,1,1,no,yes,5,4,6,9,8,94,0
253,GP,M,16,R,T,mother,2,1,0,no,no,3,0,8,9,8,100,0
254,GP,M,17,R,T,mother,1,1,0,no,yes,5,0,8,12,12,100,1
255,GP,M,17,U,T,mother,2,1,1,no,yes,5,2,7,9,8,97,0
256,GP,F,17,U,T,mother,1,4,0,yes,yes,4,6,14,12,13,92,1
257,GP,M,19,U,A,mother,1,2,0,no,yes,1,12,11,11,11,84,1
258,GP,M,18,U,T,mother,1,2,0,no,yes,4,8,15,14,14,89,1
259,GP,F,17,U,T,father,1,4,0,yes,yes,2,0,10,9,0,100,0
260,GP,F,18,U,T,father,1,2,0,yes,yes,2,21,17,18,18,72,0
261,GP,M,18,U,T,mother,1,2,0,yes,yes,3,2,8,8,8,97,0
262,GP,M,18,R,T,mother,1,3,0,no,no,3,1,13,12,12,98,1
263,GP,F,17,U,T,mother,1,3,0,no,no,4,4,10,9,9,94,0
264,GP,F,18,U,T,mother,1,3,0,yes,yes,3,0,9,10,0,100,0
265,GP,M,18,R,A,mother,2,2,0,yes,yes,1,13,17,17,17,82,1
266,GP,M,17,U,T,mother,1,2,0,yes,yes,5,2,9,9,10,97,1
267,GP,F,18,R,T,mother,2,2,0,yes,yes,4,8,12,10,11,89,1
268,GP,M,18,U,T,father,1,2,0,yes,yes,5,10,10,9,10,86,1
269,GP,F,18,R,T,mother,2,2,0,no,yes,3,0,6,0,0,100,0
270,GP,F,19,U,T,other,1,2,2,yes,yes,5,15,9,9,9,80,0
271,GP,F,18,U,T,father,1,4,0,yes,yes,2,4,15,14,14,94,1
272,GP,F,18,U,T,mother,2,2,0,yes,no,3,2,11,11,11,97,1
273,GP,M,17,R,T,mother,1,2,0,yes,no,1,2,15,14,14,97,1
274,GP,F,17,U,T,mother,2,2,0,yes,yes,1,2,10,10,10,97,1
275,GP,F,17,U,T,mother,2,2,0,yes,yes,5,6,12,12,12,92,1
276,GP,F,18,R,A,mother,2,2,0,no,yes,5,75,10,9,9,0,0
277,GP,M,18,U,T,mother,2,1,0,yes,yes,3,22,9,9,9,70,0
278,GP,F,18,U,T,father,1,2,1,no,yes,4,15,9,8,8,80,0
279,GP,M,18,U,T,mother,2,1,0,yes,yes,1,8,10,11,10,89,1
280,GP,M,17,U,A,mother,2,1,0,yes,yes,5,30,8,8,8,60,0
281,GP,M,17,U,A,mother,1,1,1,no,yes,3,19,11,9,10,74,0
282,GP,F,18,R,T,mother,2,4,0,yes,no,3,1,12,12,12,98,1
283,GP,F,18,U,T,mother,2,2,0,no,yes,4,4,8,9,10,94,1
284,GP,F,17,U,T,mother,1,2,0,no,yes,5,4,10,9,11,94,1
285,GP,M,17,U,T,father,1,2,0,yes,yes,4,2,12,10,11,97,1
286,GP,F,18,U,T,mother,1,3,0,yes,yes,2,5,18,18,19,93,1
287,GP,F,17,U,T,mother,1,3,0,yes,yes,3,6,13,12,12,92,1
288,GP,M,18,U,T,mother,1,3,0,yes,yes,2,6,15,14,14,92,1
289,GP,M,18,U,A,mother,1,2,0,yes,yes,2,9,15,13,15,88,1
290,GP,M,18,U,T,mother,1,2,0,yes,yes,5,11,12,11,11,85,1
291,GP,F,17,U,T,mother,1,3,0,yes,yes,3,0,15,15,15,100,1
292,GP,F,18,U,T,mother,1,2,1,no,yes,5,12,12,12,13,84,1
293,GP,F,17,R,T,mother,2,4,0,yes,no,3,6,18,18,18,92,1
294,GP,M,18,R,T,mother,2,3,0,yes,yes,4,8,14,13,14,89,1
295,GP,M,17,U,T,mother,1,1,0,yes,yes,5,4,14,12,11,94,1
296,GP,F,19,U,T,other,2,2,0,yes,yes,2,0,10,9,0,100,0
297,GP,F,18,U,T,other,2,2,0,yes,yes,2,10,10,8,8,86,0
298,GP,F,18,U,T,father,1,4,0,yes,yes,3,0,14,13,14,100,1
299,GP,M,18,U,T,mother,1,1,0,yes,yes,1,5,16,15,16,93,1
300,GP,F,18,U,A,mother,1,2,0,no,yes,4,14,12,10,11,81,1
301,GP,M,17,U,T,father,2,1,0,yes,yes,5,0,11,11,10,100,1
302,GP,F,17,U,T,mother,2,3,0,yes,yes,3,0,15,12,14,100,1
303,GP,F,17,U,T,father,1,4,0,yes,yes,5,0,17,17,18,100,1
304,GP,M,19,U,T,other,1,2,1,no,yes,3,20,15,14,13,73,0
305,GP,F,18,U,T,other,1,2,1,yes,yes,3,8,14,12,12,89,1
306,GP,M,20,U,A,other,1,1,0,no,no,5,0,17,18,18,100,1
307,GP,M,19,U,T,other,2,1,1,yes,yes,4,38,8,9,8,49,0
308,GP,M,19,R,T,father,1,2,1,no,no,5,0,15,12,12,100,1
309,GP,F,19,U,T,other,1,2,1,no,yes,3,18,12,10,10,76,0
310,GP,F,19,U,T,other,1,2,1,no,no,3,0,9,9,0,100,0
311,GP,F,19,U,T,other,3,2,0,no,yes,2,20,14,12,13,73,0
312,GP,M,19,U,T,other,1,2,1,no,yes,4,3,13,11,11,96,1
313,GP,F,19,U,T,other,2,2,1,yes,yes,1,22,13,10,11,70,0
314,GP,F,19,U,T,other,1,3,2,no,yes,3,14,15,13,13,81,1
315,GP,F,19,R,T,other,1,3,1,no,yes,3,40,13,11,11,46,0
316,GP,F,18,U,T,mother,2,2,0,yes,yes,1,0,8,8,0,100,0
317,GP,F,18,U,T,mother,1,3,0,yes,yes,5,9,9,10,9,88,0
318,GP,F,17,R,T,father,1,3,0,yes,yes,5,0,11,11,10,100,1
319,GP,F,18,U,T,mother,1,2,0,yes,yes,5,2,11,11,11,97,1
320,GP,F,17,U,A,mother,1,2,0,yes,yes,5,23,13,13,13,69,0
321,GP,F,17,U,T,mother,1,2,0,no,no,3,12,11,9,9,84,0
322,GP,F,17,R,T,mother,1,3,0,yes,yes,3,3,11,11,11,96,1
323,GP,F,17,U,T,father,1,3,0,no,yes,5,1,12,14,15,98,1
324,GP,F,17,U,T,father,2,3,0,no,yes,2,0,16,15,15,100,1
325,GP,M,18,U,T,mother,1,3,0,no,yes,3,3,9,12,11,96,1
326,GP,M,17,U,T,mother,1,1,0,no,yes,5,3,14,15,16,96,1
327,GP,M,17,R,T,mother,4,1,0,no,yes,4,8,11,10,10,89,1
328,GP,F,17,U,T,mother,1,3,0,yes,yes,4,7,10,9,9,90,0
329,GP,F,17,U,T,mother,2,3,0,yes,yes,4,4,14,14,14,94,1
330,GP,M,18,U,T,mother,1,4,0,no,yes,5,2,9,8,8,97,0
331,GP,F,17,R,T,father,1,3,0,no,yes,5,7,12,14,14,90,1
332,GP,F,18,U,T,mother,1,2,0,no,yes,4,0,7,0,0,100,0
333,GP,F,18,U,T,other,1,2,0,no,yes,2,0,8,8,0,100,0
334,GP,F,18,R,T,mother,2,4,0,no,no,4,0,10,9,0,100,0
335,GP,F,17,U,T,mother,1,3,0,no,yes,5,16,16,15,15,78,0
336,GP,F,19,R,A,other,1,3,1,yes,no,5,12,14,13,13,84,1
337,GP,F,17,U,T,mother,1,2,0,yes,yes,2,0,7,8,0,100,0
